id,name,system,fertility,gravity,plots,pressure,radius,temperature,type,no resources,incomplete,LOW grav,HIGH grav,LOW pres,HIGH pres,LOW temp,HIGH temp,tier,Grav,Pres,Temp,
KM-010g,KM-010g,KM-010,-1,1.94,997,19.66,59464,-146,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-010h,KM-010h,KM-010,-1,2.58,1043,27.81,70940,-220,Gaseous,false,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
KM-010i,KM-010i,KM-010,-1,1.2,932,34.43,43030,-197,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-010j,KM-010j,KM-010,-1,1.41,454,1.55,8886,-239,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-257a,KM-257a,KM-257,-1,1.2,409,1.2,7259,359,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
KM-257b,KM-257b,KM-257,-1,0.61,412,0.19,7378,52,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
KM-257c,KM-257c,KM-257,-1,0.62,405,0.02,7117,-66,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KM-257d,KM-257d,KM-257,-1,1.63,432,2.93,8092,-153,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-257e,KM-257e,KM-257,-1,2.25,970,2.25,52653,-159,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-257f,KM-257f,KM-257,-1,1.55,1119,49.73,90809,-224,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-257g,KM-257g,KM-257,-1,1.1,930,23.78,42546,-220,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-489a,KM-489a,KM-489,-1,1.25,381,21.59,6237,-27,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-489b,KM-489b,KM-489,-1,0.9,501,1.34,10582,-68,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-489c,KM-489c,KM-489,-1,0.96,366,0.07,5698,-66,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KM-489d,KM-489d,KM-489,-1,0.88,848,34.81,22047,-126,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-489e,KM-489e,KM-489,-1,2.08,986,14.8,56522,-193,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-489f,KM-489f,KM-489,-1,1.92,1089,46.48,82351,-208,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-489g,KM-489g,KM-489,-1,0.85,955,45.09,48777,-207,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-602a,KM-602a,KM-602,-1,0.42,275,0,2411,-123,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KM-602b,KM-602b,KM-602,-1,1.03,432,31.28,8108,-148,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-602c,KM-602c,KM-602,-1,1.26,456,0.95,8974,-175,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-602d,KM-602d,KM-602,-1,0.83,467,11.74,9380,-202,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-602e,KM-602e,KM-602,-1,0.48,394,1.84,6709,-224,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KM-602f,KM-602f,KM-602,-1,1.98,979,30.57,54770,-241,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-602g,KM-602g,KM-602,-1,2.5,1044,16.11,71167,-248,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-602h,KM-602h,KM-602,-1,1.44,928,28.1,42066,-256,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797a,KM-797a,KM-797,-1,0.85,384,2.94,6354,89,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KM-797b,KM-797b,KM-797,-1,0.63,471,0.09,9490,12,Rocky,true,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
KM-797c,KM-797c,KM-797,-1,0.91,503,44.56,10659,-65,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797d,KM-797d,KM-797,-1,0.85,492,3.06,10278,-111,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797e,KM-797e,KM-797,-1,1.16,475,18.29,9662,-137,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797f,KM-797f,KM-797,-1,2.02,489,336.46,10177,-173,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797g,KM-797g,KM-797,-1,1.86,985,20.19,56485,-187,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797h,KM-797h,KM-797,-1,2.18,1057,17.98,74314,-200,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797i,KM-797i,KM-797,-1,0.91,961,17.31,50372,-235,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KM-797j,KM-797j,KM-797,-1,0.91,417,0,7556,-245,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-045a,KQ-045a,KQ-045,-1,1.04,366,5.04,5715,347,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KQ-045b,KQ-045b,KQ-045,-1,1.37,398,1.37,6884,180,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
KQ-045c,KQ-045c,KQ-045,-1,0.98,380,1.88,6208,136,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
KQ-045d,KQ-045d,KQ-045,-1,1.5,467,1.16,9354,-23,Rocky,false,false,false,false,false,false,false,false,1,NORMAL,NORMAL,NORMAL,false
KQ-045e,KQ-045e,KQ-045,-1,1.03,852,40.06,23136,-127,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-045f,KQ-045f,KQ-045,-1,1.25,1044,22.53,71070,-130,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-045g,KQ-045g,KQ-045,-1,2.86,1031,10.66,67937,-172,Gaseous,false,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
KQ-078a,KQ-078a,KQ-078,-1,0.77,420,2.73,7664,8,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
KQ-078b,KQ-078b,KQ-078,-1,0.25,392,0.25,6662,-94,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KQ-078c,KQ-078c,KQ-078,-1,0.38,272,0.01,2298,-179,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-078d,KQ-078d,KQ-078,-1,1.31,391,2.27,6602,-197,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-078e,KQ-078e,KQ-078,-1,1.53,594,293.53,13973,-221,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-078f,KQ-078f,KQ-078,-1,2.09,972,20.07,53047,-242,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-078g,KQ-078g,KQ-078,-1,1.68,1095,40.63,83913,-249,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-149a,KQ-149a,KQ-149,-1,1.46,424,1.05,7814,-140,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KQ-149b,KQ-149b,KQ-149,-1,0.37,273,0.02,2352,-67,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-149c,KQ-149c,KQ-149,-1,0.85,413,2.71,7406,-178,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-149d,KQ-149d,KQ-149,-1,0.8,461,7.49,9154,-199,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-149e,KQ-149e,KQ-149,-1,0.72,553,1.33,12487,-217,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
KQ-149f,KQ-149f,KQ-149,-1,1.07,696,12.53,17648,-234,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-149g,KQ-149g,KQ-149,-1,1.68,1003,29.29,60898,-241,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-149h,KQ-149h,KQ-149,-1,2.84,1017,12.16,64267,-249,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
KQ-223a,KQ-223a,KQ-223,-1,0.71,453,2.43,8845,60,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
KQ-223b,KQ-223b,KQ-223,-1,0.61,309,0.01,3661,-166,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-257a,KQ-257a,KQ-257,-1,1.03,418,0.11,7614,-25,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
KQ-257b,KQ-257b,KQ-257,-1,0.9,341,8.29,4807,-199,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-364a,KQ-364a,KQ-364,-1,1.03,372,0.12,5924,-142,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-364b,KQ-364b,KQ-364,-1,0.73,370,3.02,5849,-151,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-364c,KQ-364c,KQ-364,-1,0.31,279,0,2556,-182,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
KQ-364d,KQ-364d,KQ-364,-1,0.98,849,47.01,22371,-187,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-594a,KQ-594a,KQ-594,-1,0.26,285,0,2782,86,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
KQ-594b,KQ-594b,KQ-594,-1,0.99,411,26.7,7331,95,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
KQ-594c,KQ-594c,KQ-594,-1,0.56,810,23.84,12729,-58,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-594d,KQ-594d,KQ-594,-1,1.34,458,46.06,9038,-61,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-594e,KQ-594e,KQ-594,-1,1.44,423,25.46,7774,-141,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
KQ-594f,KQ-594f,KQ-594,-1,2.08,524,97.06,11416,-184,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-308a,LH-308a,LH-308,-1,0.39,271,0.08,2285,103,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
LH-308b,LH-308b,LH-308,-1,0.82,378,1.86,6158,-153,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
LH-308c,LH-308c,LH-308,-1,1.37,404,13.48,7103,-173,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-308d,LH-308d,LH-308,-1,1.08,442,18.72,8452,-203,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-308e,LH-308e,LH-308,-1,1.67,440,37.17,8369,-202,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-308f,LH-308f,LH-308,-1,2.25,1056,44.21,74069,-251,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-308g,LH-308g,LH-308,-1,1.55,898,16.54,34708,-255,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-366a,LH-366a,LH-366,-1,1.1,391,47.34,6625,575,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
LH-366b,LH-366b,LH-366,-1,0.93,435,31.45,8205,345,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
LH-366c,LH-366c,LH-366,-1,1.2,444,59.68,8538,104,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
LH-737a,LH-373a,LH-737,-1,0.28,282,0,2679,100,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
LH-737b,LH-373b,LH-737,-1,1.58,468,23.15,9393,-150,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737c,LH-373c,LH-737,-1,0.83,334,0.85,4564,-148,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
LH-737d,LH-373d,LH-737,-1,0.74,376,1.43,6071,-193,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
LH-737e,LH-373e,LH-737,-1,1.44,475,7.61,9669,-213,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737f,LH-373f,LH-737,-1,0.74,848,47.87,22093,-227,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737g,LH-373g,LH-737,-1,1.54,998,12.66,59684,-208,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737h,LH-373h,LH-737,-1,1.69,1119,27.97,89990,-221,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737i,LH-373i,LH-737,-1,1.04,963,25.37,50954,-254,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-737j,LH-373j,LH-737,-1,0.92,452,56.07,8837,-250,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786a,LH-786a,LH-786,-1,1.06,424,59.07,7820,173,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
LH-786b,LH-786b,LH-786,-1,0.7,476,0.07,9693,-154,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
LH-786c,LH-786c,LH-786,-1,1.07,428,1.04,7935,-183,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
LH-786d,LH-786d,LH-786,-1,0.82,501,0.56,10605,-201,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
LH-786e,LH-786e,LH-786,-1,1.99,482,226.28,9891,-210,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786f,LH-786f,LH-786,-1,0.96,847,27.59,21971,-204,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786g,LH-786g,LH-786,-1,2.08,985,36.24,56342,-244,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786h,LH-786h,LH-786,-1,2.28,1039,24.53,69958,-232,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786i,LH-786i,LH-786,-1,1.06,941,19.34,45393,-246,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
LH-786j,LH-786j,LH-786,-1,0.8,454,0.09,8895,-259,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
MO-020a,MO-020a,MO-020,-1,0.72,377,1.37,6112,311,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
MO-020b,MO-020b,MO-020,-1,1.21,429,3.36,7984,-82,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-020c,MO-020c,MO-020,-1,1.08,423,32.08,7781,-112,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-469a,MO-469a,MO-469,-1,1.03,363,15.34,5595,139,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
MO-469b,MO-469b,MO-469,-1,0.66,384,0.12,6364,11,Rocky,false,false,false,false,true,false,false,false,2,NORMAL,LOW,NORMAL,false
MO-469c,MO-469c,MO-469,-1,0.94,401,3.42,6982,-54,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-469d,MO-469d,MO-469,-1,0.79,390,8.16,6582,-98,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-469e,MO-469e,MO-469,-1,0.76,854,29.1,23566,-183,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-469f,MO-469f,MO-469,-1,1.78,1001,21.97,60487,-181,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-605a,MO-605a,MO-605,-1,1.18,378,0,6134,78,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
MO-605b,MO-605b,MO-605,-1,1.24,382,34.13,6276,55,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
MO-605c,MO-605c,MO-605,-1,0.63,325,0.19,4243,-49,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
MO-605d,MO-605d,MO-605,-1,0.66,487,13.31,10077,-88,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-643a,MO-643a,MO-643,-1,0.54,446,0.54,8591,96,Rocky,true,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
MO-643b,MO-643b,MO-643,-1,0.53,431,7.09,8060,48,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
MO-643c,MO-643c,MO-643,-1,0.61,447,2.33,8646,7,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
MO-643d,MO-643d,MO-643,-1,1.32,401,23.07,6989,-95,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-643e,MO-643e,MO-643,-1,1.16,447,0.54,8655,-126,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
MO-643f,MO-643f,MO-643,-1,0.92,851,30.91,22781,-180,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-643g,MO-643g,MO-643,-1,2.2,976,38.46,54036,-208,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-643h,MO-643h,MO-643,-1,2.89,1024,39.93,66065,-196,Gaseous,false,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
MO-643i,MO-643i,MO-643,-1,1.46,929,45.08,42385,-234,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-643j,MO-643j,MO-643,-1,1.29,458,16.48,9048,-215,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-718a,MO-718a,MO-718,-1,0.43,388,2.55,6511,174,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
MO-718b,MO-718b,MO-718,-1,0.51,443,6.15,8509,140,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
MO-718c,MO-718c,MO-718,-1,0.69,473,0.17,9585,-36,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
MO-718d,MO-718d,MO-718,-1,0.94,404,3,7091,-103,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
MO-718e,MO-718e,MO-718,-1,0.34,276,0.1,2443,-121,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
MO-718f,MO-718f,MO-718,-1,2.38,972,31.2,53003,-182,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-061a,PU-061a,PU-061,-1,0.43,268,0,2179,563,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
PU-061b,PU-061b,PU-061,-1,0.65,496,9.86,10416,488,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-061c,PU-061c,PU-061,-1,0.61,355,0.23,5304,156,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
PU-061d,PU-061d,PU-061,-1,0.58,438,11.36,8329,112,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-061e,PU-061e,PU-061,-1,1.23,558,153.86,12647,6,Rocky,true,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
PU-061f,PU-061f,PU-061,-1,0.83,848,16.58,22145,-97,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-061g,PU-061g,PU-061,-1,2.14,1004,46.62,61148,-137,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-061h,PU-061h,PU-061,-1,2.68,1053,28.52,73413,-190,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
PU-061i,PU-061i,PU-061,-1,1.13,954,23.33,48547,-193,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-061j,PU-061j,PU-061,-1,0.91,437,1.82,8279,-218,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
PU-390a,PU-390a,PU-390,-1,0.74,482,1.09,9916,891,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
PU-390b,PU-390b,PU-390,-1,0.81,482,34.45,9912,602,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-390c,PU-390c,PU-390,-1,0.64,442,0.5,8468,333,Rocky,false,false,false,false,false,false,false,true,4,NORMAL,NORMAL,HIGH,false
PU-390d,PU-390d,PU-390,-1,0.53,822,34.91,15588,167,Gaseous,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-390e,PU-390e,PU-390,-1,1.3,432,5.94,8111,88,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-390f,PU-390f,PU-390,-1,2.39,1010,49.81,62694,-102,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-390g,PU-390g,PU-390,-1,2.38,1103,16.36,85951,-95,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-603a,PU-603a,PU-603,-1,1.05,401,27.96,6983,312,Rocky,true,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-603b,PU-603b,PU-603,-1,1.13,422,2.02,7724,-28,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-603c,PU-603c,PU-603,-1,0.79,472,4.61,9539,-137,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-603d,PU-603d,PU-603,-1,0.98,846,47.77,21608,-184,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
PU-969a,PU-969a,PU-969,-1,0.63,458,11.11,9047,86,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
PU-969b,PU-969b,PU-969,-1,0.78,499,1.5,10529,-154,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
PU-969c,PU-969c,PU-969,-1,0.42,269,0.07,2204,-168,Rocky,false,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
RL-005a,RL-005a,RL-005,-1,0.61,395,0.06,6770,360,Rocky,true,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
RL-005b,RL-005b,RL-005,-1,0.85,332,7.4,4488,147,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
RL-005c,RL-005c,RL-005,-1,0.96,491,72.87,10220,-44,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-005d,RL-005d,RL-005,-1,0.98,412,41.46,7378,-106,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-005e,RL-005e,RL-005,-1,2.16,590,214.23,13819,-132,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-005f,RL-005f,RL-005,-1,2.25,975,17.35,53974,-192,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-005g,RL-005g,RL-005,-1,2.07,1066,13.19,76554,-222,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-005h,RL-005h,RL-005,-1,1.48,918,34.71,39677,-238,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-367a,RL-367a,RL-367,-1,0.66,327,5.23,4290,286,Rocky,false,false,false,false,false,true,false,true,4,NORMAL,HIGH,HIGH,false
RL-367b,RL-367b,RL-367,-1,1.08,446,2.95,8610,13,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
RL-367c,RL-367c,RL-367,-1,0.67,343,0.62,4873,-101,Rocky,true,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
RL-367d,RL-367d,RL-367,-1,0.62,889,32.68,32482,-189,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-367e,RL-367e,RL-367,-1,1.89,985,27.52,56344,-186,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-367f,RL-367f,RL-367,-1,2.72,1027,48.81,66897,-230,Gaseous,true,false,false,true,false,true,true,false,3,HIGH,HIGH,LOW,false
RL-474a,RL-474a,RL-474,-1,0.73,412,7.02,7391,-18,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
RL-474b,RL-474b,RL-474,-1,0.25,287,0.13,2839,-75,Rocky,true,false,false,false,true,false,true,false,3,NORMAL,LOW,LOW,false
RL-474c,RL-474c,RL-474,-1,0.82,424,4.45,7798,-85,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-474d,RL-474d,RL-474,-1,1.11,426,3.85,7886,-152,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-474e,RL-474e,RL-474,-1,1.18,459,4.02,9084,-216,Rocky,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-474f,RL-474f,RL-474,-1,0.77,864,38.82,26105,-230,Gaseous,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-474g,RL-474g,RL-474,-1,1.55,1006,24.71,61689,-240,Gaseous,false,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-511a,RL-511a,RL-511,-1,1.12,468,74.46,9389,-1,Rocky,false,false,false,false,false,true,false,false,3,NORMAL,HIGH,NORMAL,false
RL-511b,RL-511b,RL-511,-1,1.3,430,119.29,8042,-88,Rocky,true,false,false,false,false,true,true,false,3,NORMAL,HIGH,LOW,false
RL-511c,RL-511c,RL-511,-1,0.97,489,1.21,10174,-130,Rocky,false,false,false,false,false,false,true,false,3,NORMAL,NORMAL,LOW,false
RL-716a,RL-716a,RL-716,-1,0.28,282,0.01,2691,268,Rocky,false,false,false,false,true,false,false,true,4,NORMAL,LOW,HIGH,false
